ID	CRISPRtype	MLST	Ambiguous
pa01293		-	
pa01294	I-F	357	
pa01295	I-F	357	
pa01296		446	
pa01297	I-F	357	
pa01298	I-F	1076	
pa01299		-	
pa01300	I-F	357	
pa01301	I-F	244	
pa01302	I-F	357	
pa01303	I-F	357	
pa01304		-	
pa01305		-	
pa01306	I-F	357	
pa01307		-	
pa01308		-	
pa01309	I-F	357	
pa01310	I-F	357	
pa01311	I-F	357	
pa01312		-	
pa01313	I-F	357	
pa01314		-	
pa01315	I-F	357	
pa01316	I-F	357	
pa01317	I-F	357	
pa01318	I-F	357	
pa01319	I-F	357	
pa01320	I-F	357	
pa01321	I-F	357	
pa01322	I-F	357	
pa01323	I-F	357	
pa01324	I-F	357	
pa01325	I-F	357	
pa01326	I-F	357	
pa01327	I-F	357	
pa01328	I-F	555	
pa01329		-	
pa01330	I-F	357	
pa01331	I-F	555	
pa01332		-	
pa01333	I-F	357	
pa01334	I-F	357	
pa01335		-	
pa01336	I-F	357	
pa01337		823	
pa01338	I-F	357	
pa01339	I-F	357	
pa01340	I-F	357	
pa01341		-	
pa01342		-	
pa01343		-	
pa01344		-	
pa01345		823	
pa01346	I-F	357	
pa01347		-	
pa01348		-	
pa01349	I-F	357	
pa01350	I-F	357	
pa01351	I-F	357	
pa01352		-	
pa01353		823	
pa01354	I-F	357	
pa01355	I-F	357	
pa01356		-	
pa01357	I-F	357	
pa01358		823	
pa01359	I-F	312	
pa01360		823	
pa01361	I-F	357	
pa01362		-	
pa01363		-	
pa01364		-	
pa01365		-	
pa01366		-	
pa01367		-	
pa01368		260	
pa01369		-	
pa01370	I-F	357	
pa01371	I-F	357	
pa01372	I-F	357	
pa01373	I-F	357	
pa01374	I-F	357	
pa01375	I-F	357	
pa01376	I-F	357	
pa01377	I-F	357	
pa01378	I-F	357	
pa01379	I-F	357	
pa01380	I-F	357	
pa01381		823	
pa01382		-	
pa01383		-	
pa01384		-	
pa01385		823	
pa01386		549	
pa01387	I-F	253	
pa01388		1195	ambiguous
pa01389		146	ambiguous
pa01390		-	
pa01391	I-F,I-E	-	
pa01392	I-F	1394	
pa01393		560	
pa01394		175	ambiguous
pa01395		560	ambiguous
pa01396	I-E	-	
pa01397	I-E	-	
pa01398	I-C	277	
pa01399	I-C	277	
pa01400	I-C	277	
pa01401	I-F	1239	
pa01402		971	
pa01403		-	
pa01404		549	
pa01405	I-F	386	
pa01406		2438	
pa01407	I-F	386	
pa01408		2619	
pa01409	I-F	2619	
pa01410		549	
pa01411		267	
pa01412		-	
pa01413		-	
pa01414		155	
pa01415		298	
pa01416	I-E	1285	
pa01417		348	ambiguous
pa01418		549	
pa01419		260	
pa01420		2690	ambiguous
pa01421		-	
pa01422	I-F	253	
pa01423	I-F	41	
pa01424	I-F	788	
pa01425		175	ambiguous
pa01426		1024	
pa01427		266	ambiguous
pa01428	I-F	253	
pa01429	I-F	689	
pa01430		693	
pa01431	I-F	439	
pa01432		179	
pa01433	I-F	-	
pa01434		235	
pa01435	I-E	-	
pa01436	I-F	689	
pa01437		810	ambiguous
pa01438		810	ambiguous
pa01439		-	ambiguous
pa01440	I-E	198	
pa01441		549	
pa01442		155	
pa01443		155	
pa01444	I-F	2691	
pa01445	I-F	17	
pa01446	I-F	17	
pa01447	I-F	2691	
pa01448	I-E,I-F	252	
pa01449		549	
pa01450		549	
pa01451		-	
pa01452		-	
pa01453		823	
pa01454		-	
pa01455		348	ambiguous
pa01456		245	
pa01457		155	
pa01458		179	
pa01459		179	
pa01460	I-E	2627	
pa01461		164	
pa01462		167	ambiguous
pa01463	I-F	17	
pa01464	I-F	17	
pa01465	I-E	1395	
pa01466	I-E	918	
pa01467	I-E	1054	
pa01468	I-E	1054	
pa01469	I-F	257	
pa01470		313	
pa01471		155	
pa01472	IV-A2	348	
pa01473		298	
pa01474		308	ambiguous
pa01475		309	
pa01476		1631	ambiguous
pa01477	I-E	1621	
pa01478		-	
pa01479	I-F	253	
pa01480	I-F	2623	
pa01481	IV-A1	-	
pa01482		316	
pa01483	I-E	-	
pa01484		245	
pa01485	I-C,I-F	589	
pa01486		309	
pa01487		-	
pa01488	I-C	1202	
pa01489		245	
pa01490		1129	
pa01491	I-E	667	
pa01492		606	
pa01493	I-F	17	
pa01494	I-E	2629	
pa01495	I-E,I-F,IV-A1	252	
pa01496	I-F	253	
pa01497		377	
pa01498		2625	ambiguous
pa01499	I-F	845	
pa01500	I-F	17	
pa01501		27	
pa01502	I-F	2632	
pa01503	I-F	1930	
pa01504		-	
pa01505		2636	
pa01506		155	
pa01507		2317	
pa01508	I-C	192	
pa01509	I-F	209	
pa01510		170	
pa01511	I-F	2632	
pa01512		27	
pa01513	I-F	386	
pa01514	I-F	241	
pa01515	I-F	299	
pa01516		1128	
pa01517		-	
pa01518	I-F	845	
pa01519	I-F	209	
pa01520		155	
pa01521		179	
pa01522	I-F	883	
pa01523		308	
pa01524		-	
pa01525		-	
pa01526		-	
pa01527		-	
pa01528		-	
pa01529		308	ambiguous
pa01530	I-F,I-E	2621	
pa01531		527	
pa01532	I-F	1538	
pa01533		485	ambiguous
pa01534	I-F	1394	
pa01535		179	
pa01536	I-F	689	
pa01537	I-F	689	
pa01538	I-F	41	
pa01539	I-E	2569	
pa01540		549	
pa01541		549	
pa01542		549	
pa01543		549	
pa01544	I-E	395	
pa01545	I-E	395	
pa01546		-	
pa01547		782	
pa01548		-	
pa01549	I-E	395	
pa01550		2689	
pa01551	I-F,I-E	252	
pa01552		-	
pa01553	I-F	-	
pa01554		-	
pa01555	I-F,I-F	439	
pa01556	I-F	-	
pa01557		146	
pa01558	I-F	-	
pa01559		-	
pa01560		313	
pa01561		823	
pa01562		146	ambiguous
pa01563	I-F	299	
pa01564		-	
pa01565		377	
pa01566	IV-A1	832	
pa01567	I-F	244	
pa01568	I-F	845	
pa01569		2699	
pa01570		390	
pa01571	I-E	395	
pa01572	I-F	253	
pa01573		926	ambiguous
pa01574	I-E	-	
pa01575		277	
pa01576	I-F	274	
pa01577		179	
pa01578	I-F	-	
pa01579		-	ambiguous
pa01580	I-F	-	
pa01581		664	
pa01582		549	
pa01583	I-F	17	
pa01584	I-F	1744	
pa01585		693	
pa01586		693	
pa01587		146	ambiguous
pa01588		146	ambiguous
pa01589		146	ambiguous
pa01590		146	ambiguous
pa01591		146	ambiguous
pa01592		683	ambiguous
pa01593		296	ambiguous
pa01594		298	
pa01595		463	
pa01597		1129	
pa01598	I-F	845	
pa01599		959	ambiguous
pa01600	I-F	244	
pa01601		260	
pa01602	I-F	845	
pa01603		-	
pa01604	I-F	901	
pa01605	I-E	395	
pa01606	I-E	395	
pa01607	I-C	500	
pa01608	I-C	500	
pa01609		796	ambiguous
pa01610		390	
pa01611		347	
pa01612		794	
pa01613	I-F,I-E	9	
pa01614		549	
pa01615	I-F	2728	
pa01616		298	
pa01617	I-E	395	
pa01618	I-F	253	
pa01619		412	
pa01620		412	
pa01621		1800	
pa01622		830	
pa01623		298	
pa01624		390	
pa01625	I-F	845	
pa01626		313	
pa01627	I-F	1076	
pa01628		1059	
pa01629		508	
pa01630		-	
pa01631		-	
pa01632		560	ambiguous
pa01633	I-E	183	
pa01634		549	
pa01635		564	ambiguous
pa01636		564	ambiguous
pa01637		155	
pa01638		111	
pa01639	I-F	241	
pa01640		385	
pa01641	I-F	-	
pa01642	I-C	192	
pa01643		155	
pa01644		-	
pa01645		155	
pa01646	I-F	244	
pa01647	I-C	1232	
pa01648		879	
pa01649		316	
pa01650	I-E,I-F	-	
pa01651	I-C	277	
pa01652	I-C	277	
pa01653	I-C	277	
pa01654	I-F	-	
pa01655		-	ambiguous
pa01656		926	ambiguous
pa01657	I-F	569	
pa01658		560	ambiguous
pa01659		175	ambiguous
pa01660	I-F	233	
pa01661		2718	ambiguous
pa01662	I-F	1960	
pa01663	I-F	244	
pa01664		-	
pa01665		-	
pa01666	I-F	406	
pa01667		27	
pa01668	I-F	253	
pa01669		-	ambiguous
pa01670		-	
pa01671	I-F	2715	
pa01672	I-F	253	
pa01673		2625	ambiguous
pa01674		369	
pa01675	I-E	395	
pa01676		639	ambiguous
pa01677		267	ambiguous
pa01678		277	
pa01679	I-F	2021	
pa01680	I-E	395	
pa01681	I-F	108	
pa01682	I-F	241	
pa01683	I-F	17	
pa01684		1284	
pa01685		640	
pa01686		308	ambiguous
pa01687		132	ambiguous
pa01688	I-F	621	
pa01689	I-F	116	
pa01690	I-F	357	
pa01691	I-F	16	
pa01692	I-F	357	
pa01693	I-F	1101	
pa01694	I-F	244	
pa01695	I-F	2572	
pa01696	I-E	319	
pa01697	I-F	2238	
pa01698		298	
pa01699		885	
pa01700		309	
pa01701	I-F	244	
pa01702	I-F	883	
pa01703		-	
pa01704		381	
pa01705	I-F,I-C	2717	
pa01706	I-F	2211	
pa01707		-	
pa01708		606	
pa01709	I-F	116	
pa01710		175	ambiguous
pa01711		175	ambiguous
pa01712	I-F	253	
pa01713	I-F	865	
pa01714		699	
pa01715	I-F	701	
pa01716	I-F,I-C	1184	
pa01717	I-F	-	
pa01718		111	
pa01719		-	
pa01720		2725	
pa01721		446	
pa01722		606	
pa01723	I-E	773	
pa01724		175	ambiguous
pa01725		298	
pa01726	I-F	262	
pa01727		313	ambiguous
pa01728	I-E	395	
pa01729	I-F	274	
pa01730		308	ambiguous
pa01731	I-F,I-E	968	
pa01732	I-F	253	
pa01733	I-F	253	
pa01734		1684	
pa01735	I-F	253	
pa01736	I-E	-	
pa01737	I-F	-	
pa01739		-	ambiguous
pa01740	I-F	1721	
pa01741	I-F	244	
pa01742	I-F	233	
pa01743		277	
pa01744		155	
pa01745		1086	
pa01746		1800	
pa01747	I-F	274	
pa01748		267	ambiguous
pa01749	I-F	1605	
pa01750		1743	ambiguous
pa01751	I-E	2724	
pa01752		298	
pa01753		179	
pa01754	I-F	17	
pa01755		27	
pa01756		2726	
pa01757	I-F	253	
pa01758		-	ambiguous
pa01759	I-C,I-F	17	
pa01760	I-F	621	
pa01761		360	
pa01762	I-F	2069	
pa01763		179	
pa01764	I-F	285	
pa01765		260	
pa01766	I-F	360	
pa01767		270	
pa01768	I-E,I-F	2410	
pa01769	IV-A2,I-F	244	
pa01770	I-E	773	
pa01771	I-F	2720	
pa01772		500	
pa01773	I-E	532	
pa01774		1090	
pa01775	I-E	-	
pa01776	I-E	395	
pa01777	I-F	2721	
pa01778	I-E	-	
pa01779		-	
pa01780		308	ambiguous
pa01781		308	ambiguous
pa01782		245	
pa01783	I-F	274	
pa01784		1567	
pa01785		1320	ambiguous
pa01786	I-E	395	
pa01787		155	
pa01788		879	
pa01789	I-F	1295	
pa01790	I-F	233	
pa01791	I-F	1437	
pa01792	I-F,IV-A2	244	
pa01793		-	
pa01794		27	
pa01795		274	ambiguous
pa01796		463	
pa01797	I-F	1420	
pa01798		111	
pa01799	I-F	233	
pa01800	I-F	1076	
pa01801	I-F	769	
pa01802		298	
pa01803	I-E	319	
pa01804	I-F	1076	
pa01805	I-F	357	
pa01806	I-E	319	
pa01807		316	
pa01808		2055	
pa01809	I-F	-	
pa01810	I-E,I-F	2410	
pa01811	I-E	231	
pa01812	I-C,I-F	646	
pa01813	I-E	395	
pa01814		348	ambiguous
pa01815	I-F	557	
pa01816		-	
pa01817	I-E	2722	
pa01818		111	
pa01819		-	
pa01820		-	
pa01821		308	ambiguous
pa01822		-	
pa01823		111	
pa01824		1284	
pa01825		111	
pa01826	IV-A1	175	
pa01827	I-F	253	
pa01828	I-F,I-E	252	
pa01829	I-F	244	
pa01830	I-F	1033	
pa01831	I-F	253	
pa01832		-	
pa01833	I-F	-	
pa01834	I-F	17	
pa01835		309	
pa01836	I-E	-	
pa01837	I-F	244	
pa01838	I-E,I-F	387	
pa01839	I-F	2723	
pa01840		234	
pa01841	I-F	635	
pa01842		2727	
pa01843	I-F	2476	
pa01844		-	
pa01845		313	
pa01846		348	ambiguous
pa01847	I-F	644	
pa01848	I-F	633	
pa01849		-	
pa01850		1560	ambiguous
pa01851	I-F	261	
pa01852	I-F	274	
pa01853		111	
pa01854	I-E	319	
pa01855	I-F	17	
pa01856		155	
pa01857	I-E	395	
pa01858	I-F,IV-A1	17	
pa01859		-	
pa01860		2719	ambiguous
pa01861		560	ambiguous
pa01862		308	ambiguous
pa01863	I-E	1750	
pa01864		313	
pa01865	I-F	2069	
pa01866	I-F	274	
pa01867		377	
pa01868		266	ambiguous
pa01869	I-F	621	
pa01870	I-F	633	
pa01871	I-F	633	
pa01872		1800	
pa01873	I-F	-	
pa01874	I-F	274	
pa01875		-	
pa01876		560	ambiguous
pa01877		348	ambiguous
pa01878		298	
pa01879	I-E	532	
pa01880	I-F	1605	
pa01881	I-F	233	
pa01882		527	
pa01883		-	
pa01884		111	
pa01885	I-F	17	
pa01886	I-E	111	
pa01887	IV-A1	348	
pa01888		-	
pa01889		308	ambiguous
pa01890	I-F	244	
pa01891	I-F	244	
pa01892		111	
pa01893		162	
pa01894		111	
pa01895		767	
pa01896		260	
pa01897		111	
pa01898	I-F	257	
pa01899	I-F,I-E	498	
pa01900		348	ambiguous
pa01901		179	
pa01902		2731	
pa01903		167	ambiguous
pa01904		-	
pa01905		-	
pa01906		309	
pa01907		847	
pa01908		1090	
pa01909		-	ambiguous
pa01910	I-F	253	
pa01911		640	
pa01912		463	
pa01914		309	
pa01915		348	ambiguous
pa01916	I-C	-	
pa01917	I-C	-	
pa01918	I-F	116	
pa01919	I-F	17	
pa01920		-	ambiguous
pa01921		111	
pa01922		111	
pa01923		111	
pa01924		-	
pa01925	I-F	-	
pa01926		-	
pa01927		385	
pa01928		132	ambiguous
pa01929	I-F	233	
pa01930		308	ambiguous
pa01931		1684	
pa01932	I-E	395	
pa01933	I-E	395	
pa01934		671	
pa01935	I-F	386	
pa01936		2714	ambiguous
pa01937	I-C	277	
pa01938		1122	
pa01939	I-C	277	
pa01940	I-C	277	
pa01941		155	ambiguous
pa01942	I-E	395	
pa01943	I-F	-	
pa01944	IV-A1	308	
pa01945		179	
pa01946		1858	
pa01947		146	ambiguous
pa01948		316	
pa01950		823	
pa01951		308	ambiguous
pa01952		823	
pa01953		111	
pa01954		308	ambiguous
pa01955	I-F	244	
pa01956	I-F	655	
pa01957		-	
pa01958		167	ambiguous
pa01959		446	
pa01960	I-F	233	
pa01961		-	
pa01962		-	
pa01963		-	
pa01964		-	ambiguous
pa01965		-	
pa01966		313	
pa01967	I-C	-	
pa01968	I-C	-	
pa01969	I-E	319	
pa01970		111	
pa01971		-	
pa01972	I-F	233	
pa01973	I-F	242	
pa01974		111	
pa01975		-	
pa01976		381	
pa01977		313	
pa01978		111	
pa01979		175	ambiguous
pa01980	I-C	365	
pa01981	I-F	2711	
pa01982	I-E	773	
pa01983		175	ambiguous
pa01984		1248	
pa01985	I-C	-	
pa01986		1053	
pa01987		111	
pa01988		-	
pa01989		-	
pa01990		298	
pa01991	I-F,I-E	292	
pa01992	I-E	2712	
pa01993	I-F	915	
pa01994	IV-A1	-	
pa01995		111	
pa01996		348	ambiguous
pa01997	I-E,I-F	654	
pa01998	I-E	1400	
pa01999		2615	ambiguous
pa02000	I-F	-	
pa02001		111	
pa02002	I-E	871	
pa02003		348	ambiguous
pa02004		27	
pa02005	I-F	389	
pa02006		2705	
pa02007	I-F,I-E	-	
pa02008		782	
pa02009		175	ambiguous
pa02010		2706	
pa02011		2707	ambiguous
pa02012		-	ambiguous
pa02013	IV-A1	179	
pa02014	I-F,I-E	-	
pa02015	I-F	-	
pa02016	I-F	439	
pa02017		-	
pa02018	I-F	17	
pa02019		111	
pa02020		179	
pa02021	I-F	2123	
pa02022	I-E	617	
pa02023	I-F	116	
pa02024		908	
pa02025	I-F	389	
pa02026	I-F	569	
pa02027		277	
pa02028		-	
pa02029	I-F	1239	
pa02030		1011	
pa02031		111	
pa02032	I-F	274	
pa02033		782	
pa02034		782	
pa02035		782	
pa02036	I-E	2708	
pa02037		308	ambiguous
pa02038		-	
pa02039	I-E	2708	
pa02040		-	
pa02041	I-F,I-E	252	
pa02042	I-C	500	
pa02043	I-E	2140	
pa02044	IV-A1	179	
pa02045	I-E	2708	
pa02046		111	
pa02047	I-F	1432	
pa02048		485	ambiguous
pa02049	I-E,I-F	-	
pa02050		260	
pa02051		-	ambiguous
pa02052		146	ambiguous
pa02053		146	ambiguous
pa02054		146	ambiguous
pa02055		146	ambiguous
pa02056		146	ambiguous
pa02057		146	ambiguous
pa02058		146	ambiguous
pa02059		146	ambiguous
pa02060		146	ambiguous
pa02061		146	ambiguous
pa02062		146	ambiguous
pa02063		146	ambiguous
pa02064		146	ambiguous
pa02065		146	ambiguous
pa02066		146	ambiguous
pa02067		146	ambiguous
pa02068		146	ambiguous
pa02069		146	ambiguous
pa02070		146	ambiguous
pa02071		146	ambiguous
pa02072		146	ambiguous
pa02073		146	ambiguous
pa02074		146	ambiguous
pa02075		146	ambiguous
pa02076		146	ambiguous
pa02077		146	ambiguous
pa02078		146	ambiguous
pa02079		146	ambiguous
pa02080		146	ambiguous
pa02081		146	ambiguous
pa02082		146	ambiguous
pa02083		146	ambiguous
pa02084		146	ambiguous
pa02085		146	ambiguous
pa02086		146	ambiguous
pa02087		146	ambiguous
pa02088		146	ambiguous
pa02089		146	ambiguous
pa02090		146	ambiguous
pa02091		146	ambiguous
pa02092		-	
pa02093		-	
pa02094		111	
pa02095		316	ambiguous
pa02096		316	ambiguous
pa02097	I-F	244	
pa02098	I-F	244	
pa02099		111	
pa02100	I-C	500	
pa02101		270	
pa02102		2735	
pa02103		111	
pa02104		137	
pa02105	I-F	663	
pa02106	IV-A1	446	
pa02107	I-F	274	
pa02108	I-F	-	
pa02109	I-F	274	
pa02110	I-F	274	
pa02111	I-F	274	
pa02112	I-F	274	
pa02113	I-F	274	
pa02114	I-F	274	
pa02115	I-F	274	
pa02116	I-F	274	
pa02117	I-F	274	
pa02118	I-F	-	
pa02119	I-F	-	
pa02120	I-F	274	
pa02121	I-F	274	
pa02122	I-F	274	
pa02123	I-F	274	
pa02124	I-F	274	
pa02125	I-F	274	
pa02126	I-F	274	
pa02127	I-F	274	
pa02128	I-F	274	
pa02129	I-F	274	
pa02130	I-F	274	
pa02131	I-F	274	
pa02132	I-F	274	
pa02133	I-F	274	
pa02134	I-F	274	
pa02135	I-F	274	
pa02136	I-F	274	
pa02137	I-F	274	
pa02138	I-F	274	
pa02139	I-F	274	
pa02140	I-F	274	
pa02141	I-F	274	
pa02142	I-F	274	
pa02143	I-F	274	
pa02144	I-F	274	
pa02145	I-F	274	
pa02146	I-F	274	
pa02147	I-F	274	
pa02148	I-F	274	
pa02149	I-F	274	
pa02150	I-F	274	
pa02151	I-F	274	
pa02152	I-F	274	
pa02153	I-F	274	
pa02154	I-F	274	
pa02155	I-F	274	
pa02156	I-F	274	
pa02157	I-F	274	
pa02158	I-F	274	
pa02159	I-F	274	
pa02160	I-F	274	
pa02161	I-F	274	
pa02162	I-F	274	
pa02163	I-F	274	
pa02164	I-F	274	
pa02165	I-F	274	
pa02166	I-F	274	
pa02167	I-F	274	
pa02168	I-F	274	
pa02169	I-F	274	
pa02170	I-F	274	
pa02171	I-F	274	
pa02172	I-F	274	
pa02173	I-F	274	
pa02174	I-F	274	
pa02175	I-F	274	
pa02176	I-F	274	
pa02177	I-F	274	
pa02178	I-F	274	
pa02179	I-F	274	
pa02180	I-F	274	
pa02181	I-F	274	
pa02182	I-F	274	
pa02183	I-F	274	
pa02184	I-F	274	
pa02185	I-F	274	
pa02186	I-F	274	
pa02187	I-F	274	
pa02188	I-F	274	
pa02189	I-F	274	
pa02190	I-E	395	
pa02191	I-F	274	
pa02192	I-F	-	
pa02193	I-F	-	
pa02194	I-F	274	
pa02195	I-F	274	
pa02196	I-F	274	
pa02197	I-F	274	
pa02198	I-F	274	
pa02199	I-F	274	
pa02200	I-F	274	
pa02201	I-F	274	
pa02202	I-F	274	
pa02203	I-F	274	
pa02204	I-F	-	
pa02205	I-F	274	
pa02206	I-F	-	
pa02207	I-F	274	
pa02208	I-F	274	
pa02209	I-F	274	
pa02210	I-F	274	
pa02211	I-F	274	
pa02212	I-F	274	
pa02213	I-F	274	
pa02214	I-F	274	
pa02215	I-F	274	
pa02216	I-F	-	
pa02217	I-F	-	
pa02218	I-F	274	
pa02219	I-F	-	
pa02220	I-F	274	
pa02221	I-F	274	
pa02222	I-F	274	
pa02223	I-F	274	
pa02224	I-F	274	
pa02225	I-F	274	
pa02226	I-F	274	
pa02227	I-F	274	
pa02228	I-F	274	
pa02229	I-F	274	
pa02230	I-F	274	
pa02231	I-F	274	
pa02232	I-F	274	
pa02233	I-F	274	
pa02234	I-F	274	
pa02235	I-F	274	
pa02236	I-F	274	
pa02237	I-F	-	
pa02238	I-F	274	
pa02239	I-F	274	
pa02240	I-F	274	
pa02241	I-F	274	
pa02242	I-F	274	
pa02243	I-F	274	
pa02244	I-F	274	
pa02245	I-F	274	
pa02246	I-F	274	
pa02247	I-F	274	
pa02248	I-F	274	
pa02249	I-F	274	
pa02250	I-F	274	
pa02251	I-F	274	
pa02252	I-F	274	
pa02253	I-F	274	
pa02254	I-F	274	
pa02255	I-F	274	
pa02256	I-F	274	
pa02257	I-F	274	
pa02258	I-F	274	
pa02259	I-F	274	
pa02260	I-F	274	
pa02261	I-F	-	
pa02262	I-F	-	
pa02263	I-F	274	
pa02264	I-F	274	
pa02265	I-F	274	
pa02266	I-F	274	
pa02267	I-F	274	
pa02268	I-F	274	
pa02269	I-F	274	
pa02270	I-F	274	
pa02271	I-F	-	
pa02272	I-F	274	
pa02273	I-F	-	
pa02274	I-F	274	
pa02275	I-F	274	
pa02276	I-F	274	
pa02277	I-F	274	
pa02278	I-F	274	
pa02279	I-F	274	
pa02280	I-F	274	
pa02281	I-F	274	
pa02282	I-F	274	
pa02283	I-F	274	
pa02284	I-F	274	
pa02285	I-F	274	
pa02286	I-F	274	
pa02287	I-F	274	
pa02288	I-F	274	
pa02289	I-F	274	
pa02290	I-F	274	
pa02291	I-F	274	
pa02292	I-F	274	
pa02293	I-F	274	
pa02294	I-F	274	
pa02295	I-F	274	
pa02296	I-F	274	
pa02297	I-F	274	
pa02298	I-F	274	
pa02299	I-F	-	
pa02300	I-F	-	
pa02301	I-F	-	
pa02302	I-F	-	
pa02303	I-F	-	
pa02304	I-F	-	
pa02305	I-F	274	
pa02306	I-F	-	
pa02307	I-F	-	
pa02308	I-F	-	
pa02309	I-F	-	
pa02310	I-F	-	
pa02311	I-F	-	
pa02312	I-F	-	
pa02313	I-F	274	
pa02314	I-F	274	
pa02315	I-F	274	
pa02316	I-F	274	
pa02317	I-F	274	
pa02318	I-F	-	
pa02319	I-F	-	
pa02320	I-F	274	
pa02321	I-F	274	
pa02322	I-F	274	
pa02323	I-F	274	
pa02324	I-F	274	
pa02325	I-F	274	
pa02326	I-F	274	
pa02327	I-F	-	
pa02328	I-F	-	
pa02329		-	
pa02330		-	
pa02331		155	
pa02332	I-F	17	
pa02333	I-F	-	
pa02334	I-F	253	
pa02335		1596	ambiguous
pa02336		1596	ambiguous
pa02337	I-F	17	
pa02338		1568	ambiguous
pa02339		298	
pa02340	I-F	274	
pa02341	I-E	667	
pa02342	I-E	532	
pa02343		298	
pa02344		308	ambiguous
pa02345	I-F	253	
pa02346		298	
pa02347		298	
pa02348	I-E	252	
pa02349	I-F	116	
pa02350		-	
pa02351		296	ambiguous
pa02352		-	
pa02353	I-F	17	
pa02354		308	ambiguous
pa02355		179	
pa02356		381	ambiguous
pa02357		296	ambiguous
pa02358		296	ambiguous
pa02359		-	
pa02360	I-F	274	
pa02361		446	
pa02362	I-F	274	
pa02363	I-F	17	
pa02364		298	ambiguous
pa02365		381	ambiguous
pa02366	I-F	274	
pa02367		298	ambiguous
pa02368		381	ambiguous
pa02369	I-F	274	
pa02370		381	ambiguous
pa02371		155	
pa02372		2653	ambiguous
pa02373	I-F	253	
pa02374	I-F	17	
pa02375		2475	ambiguous
pa02376		-	ambiguous
pa02377		155	
pa02378		-	
pa02379		-	
pa02380		-	
pa02381		823	
pa02382		-	
pa02383		-	
pa02384	I-E,I-F	654	
pa02385		-	
pa02386		111	
pa02387		111	
pa02388		111	
pa02389		111	
pa02390		-	
pa02391		111	
pa02392		111	
pa02393		111	
pa02394		111	
pa02395		111	
pa02396		111	
pa02397		111	
pa02398		111	
pa02399		111	
pa02400		111	
pa02401		111	
pa02402		111	
pa02403		111	
pa02404		111	
pa02405		111	
pa02406		111	
pa02407		111	
pa02408	IV-A1	111	
pa02409		111	
pa02410		111	
pa02411		111	
pa02412		111	
pa02413		111	
pa02414		111	
pa02415	IV-A1	111	
pa02416	IV-A1	111	
pa02417		111	
pa02418		111	
pa02419		111	
pa02420	IV-A1	111	
pa02421		111	
pa02422		111	
pa02423		111	
pa02424		111	
pa02425		111	
pa02426		111	
pa02427		111	
pa02428		111	
pa02429	IV-A1	111	
pa02430		111	
pa02431		111	
pa02432		111	
pa02433		111	
pa02434		111	
pa02435		111	
pa02436		111	
pa02437		111	
pa02438		111	
pa02439		111	
pa02440		111	
pa02441		111	
pa02442		111	
pa02443		111	
pa02444		111	
pa02445		111	
pa02446		111	
pa02447		111	
pa02448		111	
pa02449		-	
pa02450		111	
pa02451		111	
pa02452		111	
pa02453		111	
pa02454		111	
pa02455		111	
pa02456		111	
pa02457		111	
pa02458		111	
pa02459		111	
pa02460		111	
pa02461		111	
pa02462		111	
pa02463	IV-A1	111	
pa02464		111	
pa02465		111	
pa02466		111	ambiguous
pa02467		111	
pa02468		111	
pa02469	IV-A1	111	
pa02471		3043	ambiguous
pa02473		782	
pa02474		2230	ambiguous
pa02475	I-F	-	
pa02476	I-E	-	
pa02477	I-E	2524	
pa02478	I-E	2524	
pa02479	I-F	253	
pa02480	I-F	253	
pa02481	I-F	253	
pa02482	I-F	253	
pa02483	I-F	253	
pa02484	I-F	253	
pa02485	I-F	253	
pa02486	I-F	253	
pa02487	I-F	253	
pa02488	I-F	253	
pa02489	I-F	253	
pa02490	I-F	253	
pa02491	I-F	253	
pa02492	I-F	253	
pa02493	I-F	253	
pa02494	I-F	253	
pa02495	I-F	253	
pa02496	I-F	253	
pa02497	I-F	253	
pa02498	I-F	253	
pa02499	I-F	253	
pa02500	I-F	253	
pa02501	IV-A1	2730	
pa02502	IV-A1,I-E	111	
pa02503		2729	
pa02504	IV-A1	2730	
pa02505		111	
pa02506	IV-A1	2730	
pa02507		1342	
pa02508		1105	
pa02509	I-F	2733	
pa02510		316	
pa02511		1342	
pa02512		155	
pa02513	I-E	111	
pa02514	I-F	244	
pa02515	I-F,I-E	252	
pa02516	I-F,I-E	800	
pa02517	I-E	-	
pa02518		2729	
pa02519	I-C,I-F	645	
pa02520	I-F	253	
pa02521	I-F	253	
pa02522	I-F	253	
pa02523	I-F	253	
pa02524	I-F	253	
pa02525	I-F	253	
pa02526	I-F	253	
pa02527	I-F	253	
pa02528	I-F	253	
pa02529	I-F	253	
pa02530	I-F	253	
pa02531	I-F	253	
pa02532	I-F	253	
pa02533	I-F	253	
pa02534	I-F	253	
pa02535	I-F	253	
pa02536	I-F	253	
pa02537	I-F	253	
pa02538	I-F	253	
pa02539	I-F	253	
pa02540	I-F	253	
pa02541	I-F	253	
pa02542	I-F	253	
pa02543	I-F	253	
pa02544	I-F	253	
pa02545	I-F	253	
pa02546	I-F	253	
pa02547	I-F	253	
pa02548	I-F	253	
pa02549	I-F	253	
pa02550	I-F	253	
pa02551	I-F	253	
pa02552	I-F	253	
pa02553	I-F	253	
pa02554	I-F	253	
pa02555	I-F	253	
pa02556	I-F	253	
pa02557	I-F	253	
pa02558	I-F	253	
pa02559	I-F	253	
pa02560	I-F	253	
pa02561	I-F	253	
pa02562		155	
pa02563	I-F	253	
pa02564		162	
