ID	CRISPRtype	MLST	Ambiguous
ab01541		10	
ab01542	I-Fb	1224	
ab01543		10	
ab01544		10	
ab01545		1223	ambiguous
ab01546		10	
ab01547		923	
ab01548		10	
ab01549		216	
ab01550		10	
ab01551		267	
ab01552		216	
ab01553		1225	
ab01554		216	
ab01555		1225	
ab01556		2	
ab01557		2	
ab01558		1227	
ab01559		10	
ab01560		10	
ab01561		10	
ab01562		10	
ab01563		10	
ab01564		2	
ab01565		2	
ab01566		2	
ab01567	I-Fa,I-Fb	152	
ab01568		2	
ab01569		406	
ab01570		2	
ab01571	I-Fb	1	
ab01572	I-Fb	1	
ab01573	I-Fb	1	
ab01574		406	
ab01575	I-Fb	25	
ab01576		2	
ab01577		164	
ab01578		2	
ab01579		2	
ab01580	I-Fb	1	
ab01581	I-Fb	1	
ab01582	I-Fb	1	
ab01583	I-Fb	1	
ab01584		2	
ab01585	I-Fb	1	
ab01586		2	
ab01587		23	ambiguous
ab01588		2	
ab01589		2	
ab01590		2	
ab01591		23	ambiguous
ab01592		23	ambiguous
ab01593		2	
ab01594		23	ambiguous
ab01595		2	
ab01596		2	
ab01597		2	
ab01598		2	
ab01599		2	
ab01600		2	
ab01601		2	
ab01602		132	ambiguous
ab01603		2	
ab01604		2	
ab01605		462	
ab01606		2	
ab01607		2	
ab01608		2	
ab01609		2	
ab01610		2	
ab01611		2	
ab01612		2	
ab01613		2	
ab01614		2	
ab01615		2	
ab01616		2	
ab01617	I-Fb	1	
ab01618		2	
ab01619		2	
ab01620		2	
ab01621		2	
ab01622	I-Fb	1	
ab01623	I-Fb	1	
ab01624	I-Fb	1	
ab01625	I-Fb	1	
ab01626		2	ambiguous
ab01627	I-Fb	1	
ab01628	I-Fb	1	
ab01629	I-Fb	1	
ab01630	I-Fb	1	
ab01631		2	
ab01632	I-Fb	1	
ab01633	I-Fb	1	
ab01634	I-Fb	1	
ab01635	I-Fb	1	
ab01636		2	
ab01637		2	
ab01638		2	
ab01639		2	
ab01640	I-Fb	-	
ab01641		2	
ab01642		2	
ab01643		-	
ab01644		2	
ab01645		10	
ab01646	I-Fb	20	
ab01647	I-Fb	20	
ab01648		-	
ab01649		139	ambiguous
ab01650		1632	
ab01651		-	
ab01652	I-Fb	193	
ab01653		2	
ab01654		-	ambiguous
ab01655	I-Fb	20	
ab01656		2	
ab01657	I-Fb	20	
ab01658		1632	
ab01659	I-Fb	20	
ab01660		2	
ab01661		2	
ab01662		2	
ab01663		2	
ab01664		2	
ab01665		2	
ab01666		6	
ab01667		2	
ab01668		2	
ab01669	I-Fb	623	
ab01670		10	
ab01671		2	
ab01672		2	
ab01673		2	
ab01674		2	
ab01675		149	
ab01676		2	
ab01677	I-Fb	623	
ab01678		149	
ab01679	I-Fb	25	
ab01680		149	
ab01681		2	
ab01682		10	
ab01683		149	
ab01684		622	
ab01685		149	
ab01686		2	
ab01687		149	
ab01688		149	
ab01689		2	
ab01690		2	
ab01691	I-Fb	624	
ab01692		149	
ab01693		149	
ab01694		2	
ab01695	I-Fb	623	
ab01696		149	
ab01697	I-Fb	623	
ab01698		2	
ab01699		2	
ab01700		149	
ab01701	I-Fb	623	
ab01702	I-Fb	1	
ab01703		149	
ab01704		149	
ab01705	I-Fb	623	
ab01706		149	
ab01707	I-Fb	623	
ab01708		149	
ab01709	I-Fb	623	
ab01710		149	
ab01711		10	
ab01712		149	
ab01713		149	
ab01714		622	
ab01715		2	
ab01716		149	
ab01717		32	
ab01718		149	
ab01719		85	
ab01720	I-Fb	623	
ab01721	I-Fb	25	
ab01722	I-Fa	52	
ab01723		149	
ab01724		103	
ab01725		622	
ab01726		15	ambiguous
ab01727		149	
ab01728		10	
ab01729		2	
ab01730		2	
ab01731		149	
ab01732		2	
ab01733	I-Fa	52	
ab01734		-	
ab01735		2	
ab01736		32	
ab01737		2	
ab01738		2	
ab01739		2	
ab01740		2	
ab01741		2	
ab01742	I-Fb	1	
ab01743		2	
ab01744	I-Fb	-	
ab01745	I-Fb	25	
ab01746		188	
ab01747		2	
ab01748		2	
ab01749		2	
ab01750		2	
ab01751	I-Fb	-	
ab01752		2	
ab01753		2	
ab01754		2	
ab01755		2	
ab01756		2	
ab01757		2	
ab01758	I-Fb	25	
ab01759		2	
ab01760		10	
ab01761		2	
ab01762		149	
ab01763		2	
ab01764		15	ambiguous
ab01765		149	
ab01766		2	
ab01767		149	
ab01768		10	
ab01769		2	
ab01770		2	
ab01771	I-Fb	25	
ab01772		195	
ab01773		2	
ab01774		2	
ab01775		2	
ab01776		622	
ab01777		149	
ab01778		2	
ab01779		149	
ab01780		2	
ab01781		149	
ab01782		2	
ab01783		149	
ab01784	I-Fb	623	
ab01785		149	
ab01786		149	
ab01787		2	
ab01788		2	
ab01789		10	
ab01790	I-Fb	623	
ab01791		149	
ab01792		2	
ab01793		2	
ab01794		2	
ab01795	I-Fb	623	
ab01796		149	
ab01797		2	
ab01798		625	
ab01799	I-Fb	623	
ab01800	I-Fb	623	
ab01801	I-Fb	623	
ab01802		2	
ab01803		149	
ab01804		622	
ab01805		2	
ab01806	I-Fb	1	
ab01807		149	
ab01808		622	
ab01809		2	
ab01810	I-Fb	623	
ab01811	I-Fb	1	
ab01812		149	
ab01813		2	
ab01814		2	
ab01815		2	
ab01816		149	
ab01817	I-Fb	1	
ab01818	I-Fb	81	
ab01819		2	
ab01820		2	
ab01821		2	
ab01822	I-Fb	623	
ab01823	I-Fb	1	
ab01824	I-Fb	25	
ab01825		2	
ab01826		2	
ab01827	I-Fb	81	
ab01828		2	
ab01829	I-Fb	624	
ab01830	I-Fb	20	
ab01831	I-Fb	25	
ab01832	I-Fb	1	
ab01833	I-Fb	1	
ab01834	I-Fb	20	
ab01835		2	
ab01836	I-Fb	1	
ab01837	I-Fb	81	
ab01838		85	
ab01839		85	
ab01840	I-Fb	1090	
ab01841		2	
ab01842		2	
ab01843		2	
ab01844		2	
ab01845	I-Fb	1	
ab01846		85	
ab01847		2	
ab01848	I-Fb	81	
ab01849		2	
ab01850	I-Fb	81	
ab01851	I-Fb	81	
ab01852	I-Fb	81	
ab01853	I-Fb	81	
ab01854		2	
ab01855		415	
ab01856		3	
ab01857		32	
ab01858		2	
ab01859		3	
ab01860		3	
ab01861		3	
ab01862		3	
ab01863		2	
ab01864	I-Fb	1	
ab01865		414	
ab01866		3	
ab01867		3	
ab01868		3	
ab01869		3	
ab01870	I-Fb	25	
ab01871	I-Fb	19	
ab01872		2	
ab01873		2	
ab01874		2	
ab01875	I-Fa	-	
ab01876		414	
ab01877		2	
ab01878		2	
ab01879		3	
ab01880		2	
ab01881		3	
ab01882	I-Fb	19	
ab01883		2	
ab01884		3	
ab01885		3	
ab01886		2	
ab01887		2	
ab01888	I-Fa	966	
ab01889		2	
ab01890		164	
ab01891		2	
ab01892		2	
ab01893		2	
ab01894		2	
ab01895		3	
ab01896		2	
ab01897		2	
ab01898		-	
ab01899		464	
ab01900		3	
ab01901		2	
ab01902		3	
ab01903		10	
ab01904		2	
ab01905		2	
ab01906		2	
ab01907		515	
ab01908		3	
ab01909	I-Fa	-	
ab01910		2	
ab01911	I-Fb	1	
ab01912		2	
ab01913		32	
ab01914		3	
ab01915		3	
ab01916		3	
ab01917		3	
ab01918	I-Fa	968	
ab01919		2	
ab01920		2	
ab01921	I-Fb	19	
ab01922		2	
ab01923	I-Fb	19	
ab01924		3	
ab01925		1115	
ab01926		2	
ab01927		2	
ab01928		2	
ab01929		3	
ab01930		3	
ab01931		2	
ab01932		2	
ab01933		3	
ab01934		437	
ab01935	I-Fb	19	
ab01936		3	
ab01937		3	
ab01938		437	
ab01939		3	
ab01940		32	
ab01941		970	
ab01942		3	
ab01943		2	
ab01944		2	
ab01945		3	
ab01946	I-Fb	19	
ab01947		32	
ab01948		2	
ab01949		3	
ab01950		625	
ab01951		2	
ab01952		962	
ab01953		3	
ab01954		3	
ab01955		2	
ab01956		2	
ab01957		3	
ab01958	I-Fb	25	
ab01959		32	
ab01960		2	
ab01961		2	
ab01962		3	
ab01963	I-Fb	25	
ab01964		2	
ab01965		3	
ab01966		2	
ab01967	I-Fb	19	
ab01968		2	
ab01969		3	
ab01970		3	
ab01971		3	
ab01972		3	
ab01973		1132	
ab01974		2	
ab01975		2	
ab01976		2	
ab01977		2	
ab01978	I-Fb	19	
ab01979		2	
ab01980		2	
ab01981		3	
ab01982		2	
ab01983		3	
ab01984		2	
ab01985		3	
ab01986		3	
ab01987		2	
ab01988		32	
ab01989		2	
ab01990	I-Fb	19	
ab01991		3	
ab01992		2	
ab01993		2	
ab01994		2	
ab01995		2	
ab01996	I-Fb	81	
ab01997		32	
ab01998	I-Fb	25	
ab01999		37	
ab02000		2	
ab02001		2	
ab02002		515	
ab02003	I-Fb	1	
ab02004	I-Fb	1	
ab02005		2	
ab02006		32	
ab02007		3	
ab02008		3	
ab02009		2	
ab02010		53	
ab02011	I-Fb	1	
ab02012		3	
ab02013		2	
ab02014		2	
ab02015		2	
ab02016	I-Fb	25	
ab02017	I-Fb	19	
ab02018		32	
ab02019		2	
ab02020		2	
ab02021		2	
ab02022		2	
ab02023		2	
ab02024		285	
ab02025		49	ambiguous
ab02026		2	
ab02027		6	
ab02028		49	ambiguous
ab02029		136	
ab02030		3	
ab02031		3	
ab02032		2	
ab02033		2	
ab02034		3	
ab02035		2	
ab02036	I-Fb	1	
ab02037		3	
ab02038		2	
ab02039		2	
ab02040		49	ambiguous
ab02041	I-Fb	25	
ab02042		437	
ab02043		136	
ab02044		2	
ab02045		32	
ab02046		2	
ab02047		2	
ab02048		3	
ab02049		3	
ab02050	I-Fb	19	
ab02051	I-Fb	19	
ab02052		2	
ab02053		2	
ab02054		2	
ab02055		2	
ab02056		2	
ab02057		2	
ab02058		2	
ab02059		2	
ab02060	I-Fb	1	
ab02061		2	
ab02062		3	
ab02063		2	
ab02064	I-Fb	1	
ab02065		414	
ab02066		2	
ab02067		3	
ab02068	I-Fb	25	
ab02069		3	
ab02070	I-Fb	19	
ab02071		1104	ambiguous
ab02072		2	
ab02073		2	
ab02074		2	
ab02075		2	
ab02076		3	
ab02077		32	
ab02078	I-Fb	1	
ab02079		250	
ab02080		2	
ab02081		48	
ab02082		3	
ab02083	I-Fa	417	
ab02084		2	
ab02085		2	
ab02086		2	
ab02087		3	
ab02088		3	
ab02089		2	
ab02090		2	
ab02091	I-Fa	-	
ab02092		3	
ab02093		3	
ab02094		2	
ab02095		32	
ab02096	I-Fb	25	
ab02097		2	
ab02098		3	
ab02099		32	
ab02100		3	
ab02101		2	
ab02102		32	
ab02103		2	
ab02104		32	
ab02105		2	
ab02106		3	
ab02107		2	
ab02108		2	
ab02109		3	
ab02110		3	
ab02111		2	
ab02112		3	
ab02113		2	
ab02114		2	
ab02115		2	
ab02116		2	
ab02117		2	
ab02118		3	
ab02119		3	
ab02120		2	
ab02121		32	
ab02122		3	
ab02123		3	
ab02124		2	
ab02125	I-Fb	25	
ab02126		3	
ab02127		625	
ab02128		2	
ab02129	I-Fa	961	
ab02130		2	
ab02131		3	
ab02132		78	
ab02133		2	
ab02134		2	
ab02135	I-Fb	25	
ab02136		2	
ab02137		3	
ab02138		2	
ab02139		10	
ab02140		2	
ab02141		10	
ab02142	I-Fb	-	
ab02143		2	
ab02144		2	
ab02145		2	
ab02146		2	
ab02147		32	
ab02148		3	
ab02149		3	
ab02150		32	
ab02151		32	
ab02152	I-Fb	25	
ab02153		2	
ab02154		3	
ab02155		2	
ab02156		2	
ab02157		2	
ab02158		412	
ab02159		3	
ab02160	I-Fb	1	
ab02161		3	
ab02162		2	
ab02163		2	
ab02164	I-Fb	20	
ab02165	I-Fa	-	
ab02166		3	
ab02167		3	
ab02168	I-Fb	19	
ab02169	I-Fb	19	
ab02170		625	
ab02171		32	
ab02172	I-Fb	19	
ab02173		3	
ab02174		3	
ab02175		3	
ab02176		464	
ab02177		3	
ab02178		2	
ab02179		3	
ab02180		625	
ab02181		2	
ab02182		437	
ab02183		2	
ab02184		2	
ab02185		2	
ab02186		2	
ab02187		3	
ab02188	I-Fb	1	
ab02189		2	
ab02190		2	
ab02191		10	
ab02192		2	
ab02193		10	
ab02194		2	
ab02195		2	
ab02196		2	
ab02197		32	
ab02198		3	
ab02199		2	
ab02200		3	
ab02201		412	
ab02202		372	
ab02203		2	
ab02204		3	
ab02205		2	
ab02206		136	
ab02207		2	
ab02208		3	
ab02209		48	
ab02210		3	
ab02211	I-Fb	19	
ab02212		971	
ab02213		2	
ab02214		2	
ab02215		3	
ab02216	I-Fb	1	
ab02217		3	
ab02218		3	
ab02219		3	
ab02220		3	
ab02221		2	
ab02222		515	
ab02223		3	
ab02224		2	
ab02225		3	
ab02226		2	
ab02227		2	
ab02228		1115	
ab02229		3	
ab02230		2	
ab02231		48	
ab02232	I-Fb	19	
ab02233		3	
ab02234		2	
ab02235	I-Fb	25	
ab02236		2	ambiguous
ab02237	I-Fb	-	
ab02238	I-Fb	25	
ab02239	I-Fb	81	
ab02240	I-Fb	19	
ab02241		3	
ab02242		3	
ab02243		2	
ab02244		2	
ab02245		-	
ab02246		3	
ab02247		2	
ab02248		32	
ab02249		3	
ab02250		3	
ab02251		415	
ab02252	I-Fb	25	
ab02253	I-Fb	25	
ab02254		3	
ab02255		32	
ab02256	I-Fb	19	
ab02257		48	
ab02258	I-Fb	25	
ab02259	I-Fb	25	
ab02260		2	
ab02261		2	
ab02262		2	
ab02263		2	
ab02264	I-Fb	25	
ab02265	I-Fb	25	
ab02266	I-Fb	25	
ab02267	I-Fb	1	
ab02268	I-Fb	25	
ab02269	I-Fb	25	
ab02270	I-Fb	1	
ab02271	I-Fb	25	
ab02272	I-Fb	25	
ab02273	I-Fb	1	
ab02274	I-Fb	1	
ab02275	I-Fb	25	
ab02276	I-Fb	25	
ab02277	I-Fb	1	
ab02278	I-Fb	1	
ab02279		2	
ab02280	I-Fb	1	
ab02281	I-Fb	1	
ab02282		195	
ab02283	I-Fb	1	
ab02284	I-Fb	94	
ab02285	I-Fb	20	
ab02286		195	
ab02287	I-Fb	1	
ab02288		85	
ab02289	I-Fb	81	
ab02290		2	
ab02291		2	
ab02292		2	
ab02293		2	
ab02294		3	
ab02295		2	
ab02296		412	
ab02297		3	
ab02298		3	
ab02299		3	
ab02300		16	
ab02301		3	
ab02302		2	
ab02303		3	
ab02304	I-Fb	19	
ab02305		136	
ab02306		3	
ab02307	I-Fb	19	
ab02308		78	
ab02309		3	
ab02310		136	
ab02311		976	
ab02312		2	
ab02313		2	
ab02314		2	
ab02315		203	
ab02316		2	
ab02317		2	
ab02318		2	
ab02319		3	
ab02320		3	
ab02321		2	
ab02322		85	
ab02323		3	
ab02324		3	
ab02325		3	
ab02326	I-Fa	-	
ab02327		2	
ab02328		2	
ab02329		414	
ab02330		3	
ab02331		2	
ab02332		32	
ab02333		32	
ab02334	I-Fb	1	
ab02335		32	
ab02336		32	
ab02337		32	
ab02338		3	
ab02339		32	
ab02340		32	
ab02341	I-Fb	1	
ab02342		2	
ab02343		3	
ab02344	I-Fb	1	
ab02345		32	
ab02346	I-Fb	25	
ab02347		32	
ab02348		2	
ab02349		32	
ab02350		32	
ab02351		2	
ab02352		32	
ab02353		32	
ab02354		32	
ab02355		32	
ab02356		32	
ab02357		32	
ab02358		32	
ab02359		32	
ab02360		32	
ab02361		2	
ab02362		32	
ab02363	I-Fb	1	
ab02364		412	
ab02365	I-Fb	25	
ab02366	I-Fb	25	
ab02367		32	
ab02368	I-Fb	33	
ab02369		3	
ab02370		32	
ab02371	I-Fb	1	
ab02372		32	
ab02373		32	
ab02374		-	
ab02375	I-Fa	-	
ab02376		85	
ab02377	I-Fb	81	
ab02378		412	
ab02379		979	ambiguous
ab02380		977	
ab02381	I-Fb	1	
ab02382	I-Fb	1090	
ab02383		2	
ab02384		-	
ab02385		972	ambiguous
ab02386	I-Fb	1	
ab02387	I-Fb	1	
ab02388		2	
ab02389	I-Fb	1090	
ab02390		2	
ab02391	I-Fb	1	
ab02392		2	
ab02393		48	
ab02394		48	
ab02395		2	
ab02396		32	
ab02397		32	
ab02398		32	
ab02399		32	
ab02400		32	
ab02401		32	
ab02402		32	
ab02403		32	
ab02404		32	
ab02405		3	
ab02406		3	
ab02407		3	
ab02408		3	
ab02409		3	
ab02410		85	
ab02411		2	
ab02412		3	
ab02413	I-Fb	19	
ab02414		3	
ab02415		85	
ab02416	I-Fb	19	
ab02417	I-Fb	94	
ab02418		3	
ab02419		3	
ab02420	I-Fa	960	
ab02421		412	
ab02422		2	
ab02423		2	
ab02424		2	
ab02425		136	
ab02426		32	
ab02427		32	
ab02428		3	
ab02429	I-Fb	1	
ab02430		3	
ab02431		3	
ab02432		32	
ab02433		32	
ab02434		32	
ab02435		32	
ab02436		32	
ab02437		32	
ab02438		32	
ab02439		3	
ab02440		32	
ab02441		32	
ab02442		32	
ab02443		32	
ab02444		32	
ab02445		32	
ab02446		32	
ab02447		32	
ab02448		32	
ab02449		32	
ab02450		32	
ab02451		32	
ab02452		32	
ab02453	I-Fb	25	
ab02454	I-Fb	94	
ab02455	I-Fb	20	
ab02456	I-Fb	25	
ab02457	I-Fb	1	
ab02458	I-Fb	1	
ab02459	I-Fb	1	
ab02460		2	
ab02461	I-Fb	1	
ab02462	I-Fb	1	
ab02463	I-Fb	1	
ab02464	I-Fb	94	
ab02465	I-Fb	25	
ab02466	I-Fb	20	
ab02467		2	
ab02468	I-Fb	25	
ab02469	I-Fb	1	
ab02470	I-Fb	25	
ab02471	I-Fb	20	
ab02472	I-Fb	25	
ab02473		32	
ab02474		2	
ab02475		32	
ab02476	I-Fb	1	
ab02477	I-Fb	81	
ab02478		32	
ab02479		3	
ab02480		32	
ab02481		32	
ab02482		32	
ab02483		32	
ab02484		32	
ab02485	I-Fb	1	
ab02486	I-Fb	1	
ab02487		494	
ab02488		2	
ab02489	I-Fb	25	
ab02490		2	
ab02491		3	
ab02492	I-Fb	81	
ab02493	I-Fb	25	
ab02494	I-Fb	81	
ab02495	I-Fb	81	
ab02496	I-Fb	94	
ab02497		2	
ab02498	I-Fb	81	
ab02499	I-Fb	81	
ab02500	I-Fb	81	
ab02501	I-Fb	81	
ab02502		32	
ab02503		32	
ab02504		32	
ab02505		32	
ab02506		32	
ab02507		32	
ab02508		2	
ab02509		32	
ab02510		2	
ab02511		3	
ab02512		3	
ab02513		32	
ab02514		32	
ab02515		32	
ab02516		32	
ab02517		32	
ab02518		-	
ab02519		2	
ab02520		3	
ab02521		2	
ab02522		2	
ab02523	I-Fa	108	
ab02524		2	
ab02525		2	
ab02526		2	
ab02527		2	
ab02528		499	
ab02529		2	
ab02530		2	
ab02531		2	
ab02532		2	
ab02533		2	
ab02534		2	
ab02535		1091	
ab02536		2	
ab02537		1091	
ab02538		2	
ab02539		2	
ab02540		2	
ab02541		2	
ab02542		2	
ab02543		2	
ab02544		2	
ab02545		2	
ab02546		1091	
ab02547		2	
ab02548		2	
ab02549		2	
ab02550		2	
ab02551		499	
ab02552		1091	
ab02553		2	
ab02554		-	
ab02555		499	
ab02556		2	
ab02557		2	
ab02558		2	
ab02559		-	
ab02560		2	
ab02561		2	
ab02562		2	
ab02563		2	
ab02564		-	
ab02565		-	
ab02566		2	
ab02567		2	
ab02568		499	
ab02569		2	
ab02570		2	
ab02571		2	
ab02572		2	
ab02573		1091	
ab02574		2	
ab02575		2	
ab02576		2	
ab02577		2	
ab02578		2	
ab02579		2	
ab02580		2	
ab02581		2	
ab02582		78	ambiguous
ab02583		15	ambiguous
ab02584		2	
ab02585		2	
ab02586		499	
ab02587		1142	
ab02588		2	
ab02589		499	
ab02590		2	
ab02591		2	
ab02592		2	
ab02593		2	
ab02594		2	
ab02595		499	
ab02596		2	
ab02597		2	
ab02598		2	
ab02599		229	
ab02600		2	
ab02601		636	
ab02602		2	
ab02603		1091	
ab02604		2	
ab02605		2	
ab02606		2	
ab02607		2	
ab02608		2	
ab02609		2	
ab02610		2	
ab02611		2	
ab02612		2	
ab02613		2	
ab02614		2	
ab02615		2	
ab02616		2	
ab02617		2	
ab02618		2	
ab02619		2	
ab02620		2	
ab02621		2	
ab02622		2	
ab02623		2	
ab02624		2	
ab02625		499	
ab02626		2	
ab02627		2	
ab02628		2	
ab02629		2	
ab02630		2	
ab02631		2	
ab02632		499	
ab02633		2	
ab02634		2	
ab02635		2	
ab02636		2	
ab02637		2	
ab02638		2	
ab02639		2	
ab02640	I-Fb	25	
ab02641	I-Fb	1	
ab02642		2	
ab02643	I-Fa	422	
ab02644		2	
ab02645		2	
ab02646	I-Fb	1	
ab02647		2	
ab02648		2	
ab02649		2	
ab02650	I-Fb	25	
ab02651		2	
ab02652		2	
ab02653		499	
ab02654		724	
ab02655		2	
ab02656		2	
ab02657		2	
ab02658		2	
ab02659		2	
ab02660		3	
ab02661	I-Fb	1	
ab02662	I-Fb	25	
ab02663		2	
ab02664		2	
ab02665		2	
ab02666		2	
ab02667		2	
ab02668		2	
ab02669		2	
ab02670		2	
ab02671		2	
ab02672		2	
ab02673		2	
ab02674	I-Fb	25	
ab02675		-	ambiguous
ab02676		-	ambiguous
ab02677		-	ambiguous
ab02678		-	ambiguous
ab02679		-	ambiguous
ab02680		494	
ab02681		-	ambiguous
ab02682		494	
ab02683		494	
ab02684		-	ambiguous
ab02685		494	
ab02686		494	
ab02687		2	
ab02688	I-Fb	1	
ab02689		2	
ab02690		2	
ab02691		2	
ab02692		2	
ab02693		2	
ab02694		-	
ab02695		-	
ab02696		2	
ab02697		499	
ab02698		2	
ab02699		2	
ab02700		2	
ab02701		1091	
ab02702		2	
ab02703		2	
ab02704		2	
ab02705		2	
ab02706		2	
ab02707		-	
ab02708		2	
ab02709		2	
ab02710		-	
ab02711		2	
ab02712		2	
ab02713		-	
ab02714		2	
ab02715		2	
ab02716		2	
ab02717		2	
ab02718		2	
ab02719		2	
ab02720		2	
ab02721		2	
ab02722		2	
ab02723		1091	
ab02724		-	
ab02725		2	
ab02726		2	
ab02727		2	
ab02728		499	
ab02729		406	
ab02730		2	
ab02731		2	
ab02732		2	
ab02733		2	
ab02734		2	
ab02735		2	
ab02736		2	
ab02737		2	
ab02738		499	
ab02739		2	
ab02740		2	
ab02741		2	
ab02742		2	
ab02743		2	
ab02744		-	
ab02745		2	
ab02746		2	
ab02747		78	
ab02748		2	
ab02749		2	
ab02750		2	
ab02751		2	
ab02752		2	
ab02753		2	
ab02754		2	
ab02755		2	
ab02756		2	
ab02757		2	
ab02758		2	
ab02759		2	
ab02760		2	
ab02761		78	
ab02762		2	
ab02763		2	
ab02764		-	
ab02765		2	
ab02766		2	
ab02767		2	
ab02768		2	
ab02769		2	
ab02770		2	
ab02771	I-Fb	734	
ab02772		2	
ab02773		499	
ab02774		2	
ab02775		2	
ab02776		2	
ab02777		2	
ab02778		2	
ab02779		2	
ab02780		2	
ab02781		2	
ab02782		2	
ab02783		-	
ab02784		2	
ab02785		2	
ab02786		2	
ab02787		250	
ab02788		2	
ab02789		2	
ab02790		2	
ab02791		2	ambiguous
ab02792		2	
ab02793		724	
ab02794		2	
ab02795		2	
ab02796		2	
ab02797		2	
ab02798		2	
ab02799		2	
ab02800		2	
ab02801		2	
ab02802		2	
ab02803		2	
ab02804		2	
ab02805		2	
ab02806		2	
ab02807		2	
ab02808		2	
ab02809		2	
ab02810		2	
ab02811		2	
ab02812		2	
ab02813		2	
ab02814		2	
ab02815		2	
ab02816		2	
ab02817		2	
ab02818		2	
ab02819	I-Fb	25	
ab02820		2	
ab02821	I-Fb	25	
ab02822		2	
ab02823		2	
ab02824		2	
ab02825		2	
ab02826		2	
ab02827		2	
ab02828		499	
ab02829		2	
ab02830		2	
ab02831		2	
ab02832		499	
ab02833		2	
ab02834		2	
ab02835		499	
ab02836		2	
ab02837		2	
ab02838		2	
ab02839		2	
ab02840		2	
ab02841		2	
ab02842		-	
ab02843		2	
ab02844		2	
ab02845		2	
ab02846		1091	
ab02847		499	
ab02848		1091	
ab02849		2	
ab02850		2	
ab02851		2	
ab02852		2	
ab02853		2	
ab02854		2	
ab02855		2	
ab02856		2	
ab02857		2	
ab02858		2	
ab02859		2	
ab02860		2	
ab02861		2	
ab02862		2	
ab02863		2	
ab02864		2	
ab02865		2	
ab02866		2	
ab02867		2	
ab02868		2	
ab02869		2	
ab02870		2	
ab02871		2	
ab02872		2	
ab02873		2	
ab02874		2	
ab02875		2	
ab02876		499	
ab02877		2	
ab02878		2	
ab02879		2	
ab02880		499	
ab02881		2	
ab02882		2	
ab02883		2	
ab02884		2	
ab02885		2	
ab02886		1091	
ab02887		2	
ab02888		499	
ab02889		2	
ab02890		2	
ab02891		2	
ab02892		2	
ab02893		2	
ab02894		2	
ab02895		2	
ab02896		2	
ab02897		2	
ab02898		2	
ab02899		1091	
ab02900		2	
ab02901		2	
ab02902		2	
ab02903		2	
ab02904		499	
ab02905		2	
ab02906		2	
ab02907		2	
ab02908		-	
ab02909		-	
ab02910		499	
ab02911		2	
ab02912		-	
ab02913		2	
ab02914		2	
ab02915		2	
ab02916		2	
ab02917		2	
ab02918		2	
ab02919		2	
ab02920		2	
ab02921		2	
ab02922		2	
ab02923		2	
ab02924		2	
ab02925		1091	
ab02926		2	
ab02927		2	
ab02928		499	
ab02929		2	
ab02930		2	
ab02931		2	
ab02932		499	
ab02933		2	
ab02934		2	
ab02935		2	
ab02936		2	
ab02937		2	
ab02938		2	
ab02939		2	
ab02940		2	
ab02941		2	
ab02942		2	
ab02943	I-Fa	79	
ab02944		2	
ab02945		2	
ab02946		2	
ab02947		2	
ab02948		-	
ab02949		2	
ab02950		2	
ab02951		2	
ab02952		2	
ab02953		3	
ab02954		3	
ab02955		2	
ab02956		2	
ab02957		3	
ab02958		2	
ab02959		3	
ab02960		3	
ab02961		2	
ab02962		2	
ab02963		2	
ab02964		2	
ab02965		3	
ab02966		2	
ab02967		2	
ab02968		2	
ab02969		2	
ab02970		3	
ab02971		604	
ab02972		2	
ab02973		2	
ab02974		2	
ab02975		2	
ab02976		604	
ab02977		3	
ab02978		2	
ab02979		2	
ab02980		2	
ab02981		2	
ab02982		2	
ab02983		2	
ab02984		3	
ab02985		2	
ab02986		2	
ab02987		2	
ab02988		604	
ab02989		2	
ab02990		3	
ab02991		3	
ab02992		2	
ab02993		3	
ab02994		2	
ab02995		3	
ab02996		2	
ab02997		3	
ab02998		3	
ab02999		604	
ab03000		2	
ab03001		3	
ab03002		3	
ab03003	I-Fb	1853	
ab03004		2	
ab03005		3	
ab03006		3	
ab03007		3	
ab03008		2	
ab03009		2	
ab03010		3	
ab03011		3	
ab03012		2	
ab03013		3	
ab03014		604	
ab03015		3	
ab03016		3	
ab03017		3	
ab03018		3	
ab03019		3	
ab03020		3	
ab03021		2	
ab03022		3	
ab03023		2	
ab03024		3	
ab03025		2	
ab03026		604	
ab03027		3	
ab03028		604	
ab03029		3	
ab03030		604	
ab03031		3	
ab03032		3	
ab03033		2	
ab03034		3	
ab03035		2	
ab03036		2	
ab03037		2	
ab03038		2	
ab03039		604	
ab03040		2	
ab03041		3	
ab03042		2	
ab03043		2	
ab03044		3	
ab03045		2	
ab03046		2	
ab03047		2	
ab03048		2	
ab03049		2	
ab03050		2	
ab03051		3	
ab03052		3	
ab03053		604	
ab03054		2	
ab03055		2	
ab03056		129	
ab03057		3	
ab03058		78	ambiguous
ab03059		3	
ab03060		2	
ab03061		3	
ab03062		2	
ab03063		3	
ab03064		3	
ab03065		2	
ab03066		2	
ab03067		2	
ab03068		2	
ab03069		2	
ab03070		2	
ab03071		2	
ab03072		2	
ab03073		2	
ab03074		2	
ab03075		2	
ab03076		2	
ab03077		2	
ab03078		2	
ab03079		2	
ab03080		2	
ab03081		103	
ab03082		2	
ab03083	I-Fb	1853	
ab03084		3	
ab03085		3	
